row_id,source_file,row_in_file,case_group,case_subgroup,text
88,directorio.csv,25,Educación,"CEIP Monte Anaor - teléfono, contacto (colegio, centro educativo, educación infantil y primaria)","Concejalía: Educación. Subtema: CEIP Monte Anaor - teléfono, contacto (colegio, centro educativo, educación infantil y primaria). El teléfono de CEIP Monte Anaor es el 968 620 302."
89,directorio.csv,26,Educación,"CEIP Nuestra Señora del Carmen - teléfono, contacto (colegio, centro educativo, educación infantil y primaria)","Concejalía: Educación. Subtema: CEIP Nuestra Señora del Carmen - teléfono, contacto (colegio, centro educativo, educación infantil y primaria). Para contactar con el CEIP Nuestra Señora del Carmen puedes llamar al 968 620 204."
90,directorio.csv,27,Educación,"IES Villa de Alguazas - teléfono, contacto (instituto, educación secundaria, bachillerato)","Concejalía: Educación. Subtema: IES Villa de Alguazas - teléfono, contacto (instituto, educación secundaria, bachillerato). ¿Necesitas hablar con el IES Villa de Alguazas? Llama al 968 622 305."
91,gestion_tributaria_ciudadano.csv,0,Gestión tributaria,OVT - Inicio Oficina Virtual Tributaria,Concejalía: Gestión tributaria. Subtema: OVT - Inicio Oficina Virtual Tributaria. Puedes acceder a la Oficina Virtual Tributaria de Alguazas en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS
92,gestion_tributaria_ciudadano.csv,1,Gestión tributaria,OVT - Pagar impuestos,Concejalía: Gestión tributaria. Subtema: OVT - Pagar impuestos. Puedes pagar tus impuestos online en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/pagar
93,gestion_tributaria_ciudadano.csv,2,Gestión tributaria,OVT - Pagar tasas,Concejalía: Gestión tributaria. Subtema: OVT - Pagar tasas. Puedes pagar tasas municipales online en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/tasas
94,gestion_tributaria_ciudadano.csv,3,Gestión tributaria,OVT - Pagar matrícula vehículo nuevo,Concejalía: Gestión tributaria. Subtema: OVT - Pagar matrícula vehículo nuevo. Puedes pagar la matrícula de un vehículo nuevo en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/impuesto-matriculacion
95,gestion_tributaria_ciudadano.csv,4,Gestión tributaria,OVT - Obtener documento de pago,Concejalía: Gestión tributaria. Subtema: OVT - Obtener documento de pago. Puedes obtener el documento o carta de pago en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/obtener-documento
96,gestion_tributaria_ciudadano.csv,5,Gestión tributaria,OVT - Solicitar domiciliación,Concejalía: Gestión tributaria. Subtema: OVT - Solicitar domiciliación. Puedes solicitar la domiciliación de un recibo en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/mis-datos/domiciliaciones
97,gestion_tributaria_ciudadano.csv,6,Gestión tributaria,OVT - Fraccionamiento periodo ejecutivo,Concejalía: Gestión tributaria. Subtema: OVT - Fraccionamiento periodo ejecutivo. Puedes solicitar el fraccionamiento de una deuda en periodo ejecutivo en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/mis-datos/fraccionamiento-detalle?tr=ejecutiva
98,gestion_tributaria_ciudadano.csv,7,Gestión tributaria,OVT - Fraccionamiento periodo voluntario,Concejalía: Gestión tributaria. Subtema: OVT - Fraccionamiento periodo voluntario. Puedes solicitar el fraccionamiento de un recibo en periodo voluntario en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/mis-datos/fraccionamiento-detalle?tr=voluntaria
99,gestion_tributaria_ciudadano.csv,8,Gestión tributaria,OVT - Plan de Pago Personalizado,Concejalía: Gestión tributaria. Subtema: OVT - Plan de Pago Personalizado. Puedes consultar o solicitar el Plan de Pago Personalizado en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/mis-datos/ppp-detalle
100,gestion_tributaria_ciudadano.csv,9,Gestión tributaria,OVT - Detalle recibo cargado en cuenta,Concejalía: Gestión tributaria. Subtema: OVT - Detalle recibo cargado en cuenta. Puedes consultar el detalle de un recibo cargado en cuenta en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/consultar-recibo
101,gestion_tributaria_ciudadano.csv,10,Gestión tributaria,OVT - Parcelas recibo de rústica,Concejalía: Gestión tributaria. Subtema: OVT - Parcelas recibo de rústica. Puedes consultar las parcelas del recibo de rústica en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/rustica
102,gestion_tributaria_ciudadano.csv,11,Gestión tributaria,OVT - Recibos pendientes,Concejalía: Gestión tributaria. Subtema: OVT - Recibos pendientes. Puedes ver tus recibos pendientes en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/recibos/pendientes
103,gestion_tributaria_ciudadano.csv,12,Gestión tributaria,OVT - Recibos pagados,Concejalía: Gestión tributaria. Subtema: OVT - Recibos pagados. Puedes consultar tus recibos ya pagados en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/recibos/pagados
104,gestion_tributaria_ciudadano.csv,13,Gestión tributaria,OVT - Mis multas,Concejalía: Gestión tributaria. Subtema: OVT - Mis multas. Puedes consultar tus multas en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/multas
105,gestion_tributaria_ciudadano.csv,14,Gestión tributaria,OVT - Sanciones tributarias,Concejalía: Gestión tributaria. Subtema: OVT - Sanciones tributarias. Puedes consultar tus sanciones tributarias en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/sanciones
106,gestion_tributaria_ciudadano.csv,15,Gestión tributaria,OVT - Ampliación info tasas y precios públicos,Concejalía: Gestión tributaria. Subtema: OVT - Ampliación info tasas y precios públicos. Puedes consultar la información ampliada de tasas y precios públicos en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/ttppanexo
107,gestion_tributaria_ciudadano.csv,16,Gestión tributaria,OVT - Consultar bienes y tasas,Concejalía: Gestión tributaria. Subtema: OVT - Consultar bienes y tasas. Puedes consultar tus bienes y tasas en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/bienes
108,gestion_tributaria_ciudadano.csv,17,Gestión tributaria,OVT - Embargos,Concejalía: Gestión tributaria. Subtema: OVT - Embargos. Puedes consultar si tienes embargos en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/embargos
109,gestion_tributaria_ciudadano.csv,18,Gestión tributaria,OVT - Solicitudes presentadas,Concejalía: Gestión tributaria. Subtema: OVT - Solicitudes presentadas. Puedes ver el seguimiento de tus solicitudes presentadas en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/solicitudes-seguimiento/solicitudes
110,gestion_tributaria_ciudadano.csv,19,Gestión tributaria,OVT - Expedientes tributarios,Concejalía: Gestión tributaria. Subtema: OVT - Expedientes tributarios. Puedes consultar tus expedientes tributarios en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/solicitudes-seguimiento/expedientes
111,gestion_tributaria_ciudadano.csv,20,Gestión tributaria,OVT - Nueva solicitud / recursos / documentación,"Concejalía: Gestión tributaria. Subtema: OVT - Nueva solicitud / recursos / documentación. Puedes presentar una nueva solicitud, recurso o documentación en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/nueva-solicitud"
112,gestion_tributaria_ciudadano.csv,21,Gestión tributaria,OVT - Bonificación IBI familia numerosa,Concejalía: Gestión tributaria. Subtema: OVT - Bonificación IBI familia numerosa. Puedes solicitar la bonificación de IBI por familia numerosa en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/nueva-solicitud-pasos?type=BIF
113,gestion_tributaria_ciudadano.csv,22,Gestión tributaria,OVT - Prórroga plusvalías,Concejalía: Gestión tributaria. Subtema: OVT - Prórroga plusvalías. Puedes solicitar una prórroga de plusvalías en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/nueva-solicitud-pasos?type=SPP
114,gestion_tributaria_ciudadano.csv,23,Gestión tributaria,OVT - Contestar requerimiento,Concejalía: Gestión tributaria. Subtema: OVT - Contestar requerimiento. Puedes contestar un requerimiento aportando documentación en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/nueva-solicitud-pasos?type=DOC
115,gestion_tributaria_ciudadano.csv,24,Gestión tributaria,OVT - Beneficio IVTM,Concejalía: Gestión tributaria. Subtema: OVT - Beneficio IVTM. Puedes solicitar un beneficio del IVTM en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/nueva-solicitud-pasos?type=SIV
116,gestion_tributaria_ciudadano.csv,25,Gestión tributaria,OVT - Alegaciones propuesta de resolución,Concejalía: Gestión tributaria. Subtema: OVT - Alegaciones propuesta de resolución. Puedes presentar alegaciones a una propuesta de resolución en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/nueva-solicitud-pasos?type=APR
117,gestion_tributaria_ciudadano.csv,26,Gestión tributaria,OVT - Exención discapacidad matriculación,Concejalía: Gestión tributaria. Subtema: OVT - Exención discapacidad matriculación. Puedes solicitar la exención por discapacidad en la matriculación en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/nueva-solicitud-pasos?type=JPT
118,gestion_tributaria_ciudadano.csv,27,Gestión tributaria,OVT - Fotos multa de tráfico,Concejalía: Gestión tributaria. Subtema: OVT - Fotos multa de tráfico. Puedes ver las fotos de una multa de tráfico en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/gestionar-multa?ge=true
119,gestion_tributaria_ciudadano.csv,28,Gestión tributaria,OVT - Identificar conductor multa,Concejalía: Gestión tributaria. Subtema: OVT - Identificar conductor multa. Puedes identificar al conductor de una multa en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/gestionar-multa
120,gestion_tributaria_ciudadano.csv,29,Gestión tributaria,OVT - Verificar documento CSV,Concejalía: Gestión tributaria. Subtema: OVT - Verificar documento CSV. Puedes verificar un documento con código CSV en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/csv
121,gestion_tributaria_ciudadano.csv,30,Gestión tributaria,OVT - Simulador plusvalías,Concejalía: Gestión tributaria. Subtema: OVT - Simulador plusvalías. Puedes usar el simulador de plusvalía en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/plusvalia
122,gestion_tributaria_ciudadano.csv,31,Gestión tributaria,OVT - Simulador ICIO,Concejalía: Gestión tributaria. Subtema: OVT - Simulador ICIO. Puedes usar el simulador del ICIO en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/icio
123,gestion_tributaria_ciudadano.csv,32,Gestión tributaria,OVT - Oficinas tributarias,Concejalía: Gestión tributaria. Subtema: OVT - Oficinas tributarias. Puedes consultar las oficinas tributarias en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/oficinas
124,gestion_tributaria_ciudadano.csv,33,Gestión tributaria,OVT - Calendario fiscal,Concejalía: Gestión tributaria. Subtema: OVT - Calendario fiscal. Puedes consultar el calendario fiscal en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/calendario-fiscal
125,gestion_tributaria_ciudadano.csv,34,Gestión tributaria,OVT - Catastro notificación acuerdo,Concejalía: Gestión tributaria. Subtema: OVT - Catastro notificación acuerdo. Puedes consultar las notificaciones de acuerdos del Catastro en este enlace: https://www.sedecatastro.gob.es/
126,gestion_tributaria_ciudadano.csv,35,Gestión tributaria,OVT - Datos de contacto,Concejalía: Gestión tributaria. Subtema: OVT - Datos de contacto. Puedes consultar o modificar tus datos de contacto en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/mis-datos/modificar-datos
127,gestion_tributaria_ciudadano.csv,36,Gestión tributaria,OVT - Notificaciones tributarias,Concejalía: Gestión tributaria. Subtema: OVT - Notificaciones tributarias. Puedes ver tus notificaciones tributarias en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/notificaciones
128,gestion_tributaria_ciudadano.csv,37,Gestión tributaria,OVT - Consultar o modificar domiciliación,Concejalía: Gestión tributaria. Subtema: OVT - Consultar o modificar domiciliación. Puedes consultar o modificar una domiciliación en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/mis-datos/domiciliaciones
129,gestion_tributaria_ciudadano.csv,38,Gestión tributaria,OVT - Notificación electrónica,Concejalía: Gestión tributaria. Subtema: OVT - Notificación electrónica. Puedes gestionar la notificación electrónica en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/mis-datos/mis-datos
130,gestion_tributaria_ciudadano.csv,39,Gestión tributaria,OVT - Apoderamientos,Concejalía: Gestión tributaria. Subtema: OVT - Apoderamientos. Puedes gestionar apoderamientos en la Oficina Virtual Tributaria en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/mis-datos/apoderamientos
131,gestion_tributaria_ciudadano.csv,40,Gestión tributaria,OVT - Obtener certificado tributario,Concejalía: Gestión tributaria. Subtema: OVT - Obtener certificado tributario. Puedes obtener un certificado tributario en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/obtener-certificado
132,juventud.csv,0,Juventud,Informajoven - Servicio de Información Juvenil,"Concejalía: Juventud. Subtema: Informajoven - Servicio de Información Juvenil. Informajoven es el Servicio de Información Juvenil del Ayuntamiento de Alguazas: informa sobre empleo, formación, ocio, becas, vivienda y programas europeos para jóvenes. Puedes consultar toda la información en su portal: http://www.juventud.alguazas.es/, o contactar directamente llamando al 675 091 487."
133,juventud.csv,1,Juventud,"Espacio de Ocio Joven - ubicación, horario y actividades","Concejalía: Juventud. Subtema: Espacio de Ocio Joven - ubicación, horario y actividades. El Espacio de Ocio Joven, en Calle Poeta Gerardo Diego, 7, es un lugar de encuentro para jóvenes con tele, videojuegos, juegos de mesa, ping-pong, futbolín, máquina de bebidas y snacks, y talleres organizados por el Ayuntamiento. Abre de lunes a viernes de 17:00 a 22:00h, y sábados de 17:00 a 20:00h. Para apuntarte, rellena el formulario de inscripción de la web con tu nombre, teléfono, edad y email (si eres menor de 14 años, coméntalo antes con tus padres o tutores). Más información: 675 091 487."
134,juventud.csv,2,Juventud,Garantía Juvenil - requisitos e inscripción,"Concejalía: Juventud. Subtema: Garantía Juvenil - requisitos e inscripción. La Garantía Juvenil es un programa europeo para jóvenes de 16 a 29 años que no están trabajando ni estudiando, y ofrece una oferta de empleo, prácticas o formación. Puedes inscribirte online en https://garantiajuvenil.sepe.es/ (con certificado digital, DNI electrónico, Sistema Clave o usuario y contraseña), o acudir al Servicio de Información Juvenil del Ayuntamiento para que te ayuden con la inscripción: 675 091 487."
135,juventud.csv,3,Juventud,Cómo crear una asociación juvenil,"Concejalía: Juventud. Subtema: Cómo crear una asociación juvenil. Para crear una asociación juvenil en Alguazas necesitas al menos 3 personas de entre 14 y 29 años, y presentar: el acta fundacional, los estatutos de la asociación, la solicitud de inscripción por duplicado, fotocopia del DNI de los promotores, y el justificante de pago de las tasas. Tienes los formularios para descargar aquí: acta fundacional (http://juventud.alguazas.es/wp-content/uploads/2021/01/Solicitud_inscripcion_constitucion_asociacion.docx), estatutos (http://juventud.alguazas.es/wp-content/uploads/2021/01/estatutos_juveniles.doc) y autorización de representante (http://juventud.alguazas.es/wp-content/uploads/2021/01/autorizacion_representante.doc). Para dudas, contacta con la Concejalía de Juventud: 675 091 487."
136,juventud.csv,4,Juventud,"Erasmus / Erasmus+ - intercambios, voluntariado y prácticas europeas","Concejalía: Juventud. Subtema: Erasmus / Erasmus+ - intercambios, voluntariado y prácticas europeas. Sí, hay Erasmus (Erasmus+) en Alguazas. El programa Erasmus / Erasmus+ permite a jóvenes participar en intercambios juveniles, voluntariado europeo o prácticas en el extranjero, tanto si estudias como si no. Puedes consultar las oportunidades de Erasmus+ en la web oficial de la Unión Europea: https://ec.europa.eu/programmes/erasmus-plus/opportunities_es. Para más información o ayuda sobre Erasmus, contacta con la Concejalía de Juventud: 675 091 487."
137,juventud.csv,5,Juventud,Avales ICREF para vivienda joven (menores de 35 años),"Concejalía: Juventud. Subtema: Avales ICREF para vivienda joven (menores de 35 años). Si tienes menos de 35 años y quieres comprar una vivienda, puedes solicitar la línea de avales ICREF de la Consejería de Fomento de la Región de Murcia, que permite financiar el 100% de la vivienda. Más información aquí: http://www.carm.es/web/pagina?IDCONTENIDO=69582&IDTIPO=100&RASTRO=c1079$m69577"
138,juventud.csv,6,Juventud,"Noticias y eventos de juventud (torneos, intercambios, campañas)","Concejalía: Juventud. Subtema: Noticias y eventos de juventud (torneos, intercambios, campañas). Cuando el ciudadano pregunte por noticias, eventos, torneos o actividades de juventud en Alguazas, accede a https://juventud.alguazas.es/events/ y consulta el listado de eventos y noticias (títulos, fechas y descripción breve). Responde con la información más relevante para lo que pregunta, mencionando las fechas para que sepa qué tan reciente o próximo es. Si pregunta por algo concreto y quiere más detalle del que aparece en el listado, sigue el enlace específico de ese evento o noticia (tal como aparece en el listado, nunca inventado) para leer el contenido completo antes de responder. No inventes eventos que no aparezcan en el listado. Si no encuentras nada relacionado con lo que pregunta, dilo explícitamente en vez de inventar. Utiliza un tono cercano y sencillo."
139,juventud.csv,7,Juventud,Redes sociales propias de Juventud Alguazas,"Concejalía: Juventud. Subtema: Redes sociales propias de Juventud Alguazas. La Concejalía de Juventud de Alguazas tiene sus propias redes sociales, distintas a las del Ayuntamiento en general: Facebook (https://www.facebook.com/juventud.alguazas) e Instagram (https://www.instagram.com/juventudalguazas/)."
140,ordenanzas.csv,0,Comercio,NORMA · ORDENANZA FISCAL REGULADORA DE LA OCUPACIÓN DE LA VÍA PÚBLICA CON TERRAZAS Y OTRAS INSTALACIONES,"Concejalía: Comercio. Subtema: NORMA · ORDENANZA FISCAL REGULADORA DE LA OCUPACIÓN DE LA VÍA PÚBLICA CON TERRAZAS Y OTRAS INSTALACIONES. Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: https://alguazas.es/wp-content/uploads/2021/03/BORM-NAo-37-FECHA-15-2-2021-PUBLICACION-DEFINITIVA-ORDENANZA-FISCAL-TERRAZAS.pdf Usa su contenido para responder a la pregunta concreta del ciudadano (por ejemplo, un importe de tasa, un plazo, un requisito o los pasos de un trámite). Cita los datos —cifras, fechas, artículos, importes— tal como aparecen literalmente en el documento, sin redondear, calcular ni completar de memoria. Si el documento no resuelve con claridad lo que pregunta el ciudadano, dilo explícitamente en vez de inventar una respuesta. Utiliza un tono cercano y sencillo, como una persona del ayuntamiento explicándolo, no como una lectura literal del texto legal. Termina siempre la respuesta indicando que puede consultar el texto completo en este enlace: https://alguazas.es/wp-content/uploads/2021/03/BORM-NAo-37-FECHA-15-2-2021-PUBLICACION-DEFINITIVA-ORDENANZA-FISCAL-TERRAZAS.pdf"
141,ordenanzas.csv,1,Comercio,NORMA · ORDENANZA REGULADORA DE LA ADJUDICACION DEL PUESTO DE VENTA EN LA LONJA MUNICIPAL Y LA ACTIVIDAD EN ELLOS DESARROLLADA,"Concejalía: Comercio. Subtema: NORMA · ORDENANZA REGULADORA DE LA ADJUDICACION DEL PUESTO DE VENTA EN LA LONJA MUNICIPAL Y LA ACTIVIDAD EN ELLOS DESARROLLADA. Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: https://alguazas.es/wp-content/uploads/2020/12/20200515_LONJA_MUNICIPAL.pdf Usa su contenido para responder a la pregunta concreta del ciudadano (por ejemplo, un importe de tasa, un plazo, un requisito o los pasos de un trámite). Cita los datos —cifras, fechas, artículos, importes— tal como aparecen literalmente en el documento, sin redondear, calcular ni completar de memoria. Si el documento no resuelve con claridad lo que pregunta el ciudadano, dilo explícitamente en vez de inventar una respuesta. Utiliza un tono cercano y sencillo, como una persona del ayuntamiento explicándolo, no como una lectura literal del texto legal. Termina siempre la respuesta indicando que puede consultar el texto completo en este enlace: https://alguazas.es/wp-content/uploads/2020/12/20200515_LONJA_MUNICIPAL.pdf"
142,ordenanzas.csv,2,Seguridad Ciudadana,"NORMA · ORDENANZA MUNICIPAL REGULADORA DE LA ACTUACIÓN MUNICIPAL EN RELACIÓN CON LA VENTA, DISPESACIÓN Y SUMINISTRO DE BEBIDAS ALCOHÓLICAS, ASÍ COMO SU CONSUMO EN ESPACIOS Y VÍAS PÚBLICAS","Concejalía: Seguridad Ciudadana. Subtema: NORMA · ORDENANZA MUNICIPAL REGULADORA DE LA ACTUACIÓN MUNICIPAL EN RELACIÓN CON LA VENTA, DISPESACIÓN Y SUMINISTRO DE BEBIDAS ALCOHÓLICAS, ASÍ COMO SU CONSUMO EN ESPACIOS Y VÍAS PÚBLICAS. Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: https://alguazas.es/wp-content/uploads/2021/06/PUBLICACION-BORM-APROBACION-DEFINITIVA-ORDENANZA-BEBIDAS-ALCOHOLICAS-No-131-DE-FECHA-10-6-2021.pdf Usa su contenido para responder a la pregunta concreta del ciudadano (por ejemplo, un importe de tasa, un plazo, un requisito o los pasos de un trámite). Cita los datos —cifras, fechas, artículos, importes— tal como aparecen literalmente en el documento, sin redondear, calcular ni completar de memoria. Si el documento no resuelve con claridad lo que pregunta el ciudadano, dilo explícitamente en vez de inventar una respuesta. Utiliza un tono cercano y sencillo, como una persona del ayuntamiento explicándolo, no como una lectura literal del texto legal. Termina siempre la respuesta indicando que puede consultar el texto completo en este enlace: https://alguazas.es/wp-content/uploads/2021/06/PUBLICACION-BORM-APROBACION-DEFINITIVA-ORDENANZA-BEBIDAS-ALCOHOLICAS-No-131-DE-FECHA-10-6-2021.pdf"
143,ordenanzas.csv,3,Comercio,NORMA · ORDENANZA MUNICIPAL REGULADORA DE LA VENTA AMBULANTE O NO SEDENTARIA EN ALGUAZAS (BORM nº 122 de 29/05/2023),"Concejalía: Comercio. Subtema: NORMA · ORDENANZA MUNICIPAL REGULADORA DE LA VENTA AMBULANTE O NO SEDENTARIA EN ALGUAZAS (BORM nº 122 de 29/05/2023). Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: https://alguazas.es/wp-content/uploads/2023/06/BORM-29-05-23-ORDENANZA-VENTA-AMBULANTE.pdf Usa su contenido para responder a la pregunta concreta del ciudadano (por ejemplo, un importe de tasa, un plazo, un requisito o los pasos de un trámite). Cita los datos —cifras, fechas, artículos, importes— tal como aparecen literalmente en el documento, sin redondear, calcular ni completar de memoria. Si el documento no resuelve con claridad lo que pregunta el ciudadano, dilo explícitamente en vez de inventar una respuesta. Utiliza un tono cercano y sencillo, como una persona del ayuntamiento explicándolo, no como una lectura literal del texto legal. Termina siempre la respuesta indicando que puede consultar el texto completo en este enlace: https://alguazas.es/wp-content/uploads/2023/06/BORM-29-05-23-ORDENANZA-VENTA-AMBULANTE.pdf"
144,ordenanzas.csv,4,Gestión tributaria,NORMA · ORDENANZA GENERAL DE RECAUDACION DEL AYUNTAMIENTO DE ALGUAZAS,"Concejalía: Gestión tributaria. Subtema: NORMA · ORDENANZA GENERAL DE RECAUDACION DEL AYUNTAMIENTO DE ALGUAZAS. Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: https://alguazas.es/wp-content/uploads/2020/12/20160818_BORM-20-4-2016-ORDENANZA-GENERAL-RECAUDACION-AYTO-ALGUAZAS.pdf Usa su contenido para responder a la pregunta concreta del ciudadano (por ejemplo, un importe de tasa, un plazo, un requisito o los pasos de un trámite). Cita los datos —cifras, fechas, artículos, importes— tal como aparecen literalmente en el documento, sin redondear, calcular ni completar de memoria. Si el documento no resuelve con claridad lo que pregunta el ciudadano, dilo explícitamente en vez de inventar una respuesta. Utiliza un tono cercano y sencillo, como una persona del ayuntamiento explicándolo, no como una lectura literal del texto legal. Termina siempre la respuesta indicando que puede consultar el texto completo en este enlace: https://alguazas.es/wp-content/uploads/2020/12/20160818_BORM-20-4-2016-ORDENANZA-GENERAL-RECAUDACION-AYTO-ALGUAZAS.pdf"
145,ordenanzas.csv,5,Hacienda,NORMA · PLAN DE DISPOSICIÓN DE FONDOS DE TESORERÍA DEL AYUNTAMIENTO DE ALGUAZAS,"Concejalía: Hacienda. Subtema: NORMA · PLAN DE DISPOSICIÓN DE FONDOS DE TESORERÍA DEL AYUNTAMIENTO DE ALGUAZAS. Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: https://alguazas.es/wp-content/uploads/2023/10/BORM-235-10-10-2023-PLAN-DE-DISPOSICION-DE-FONDOS-DE-TESORERIA-DE-ALGUAZAS.pdf Usa su contenido para responder a la pregunta concreta del ciudadano (por ejemplo, un importe de tasa, un plazo, un requisito o los pasos de un trámite). Cita los datos —cifras, fechas, artículos, importes— tal como aparecen literalmente en el documento, sin redondear, calcular ni completar de memoria. Si el documento no resuelve con claridad lo que pregunta el ciudadano, dilo explícitamente en vez de inventar una respuesta. Utiliza un tono cercano y sencillo, como una persona del ayuntamiento explicándolo, no como una lectura literal del texto legal. Termina siempre la respuesta indicando que puede consultar el texto completo en este enlace: https://alguazas.es/wp-content/uploads/2023/10/BORM-235-10-10-2023-PLAN-DE-DISPOSICION-DE-FONDOS-DE-TESORERIA-DE-ALGUAZAS.pdf"
146,ordenanzas.csv,6,Transparencia,NORMA · NORMAS REGULADORAS TELETRABAJO DEL PERSONAL DEL AYUNTAMIENTO,"Concejalía: Transparencia. Subtema: NORMA · NORMAS REGULADORAS TELETRABAJO DEL PERSONAL DEL AYUNTAMIENTO. Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: https://alguazas.es/wp-content/uploads/2020/12/20201126_Certificado_Certificado-pleno_CERTIFICACION-ACUERDO-PLENO-DIA-24-11-2020-NORMAS-REGULADORAS-TELETRABAJO-DEL-PERSONAL-DEL-AYUNTAMIENTO.pdf Usa su contenido para responder a la pregunta concreta del ciudadano (por ejemplo, un importe de tasa, un plazo, un requisito o los pasos de un trámite). Cita los datos —cifras, fechas, artículos, importes— tal como aparecen literalmente en el documento, sin redondear, calcular ni completar de memoria. Si el documento no resuelve con claridad lo que pregunta el ciudadano, dilo explícitamente en vez de inventar una respuesta. Utiliza un tono cercano y sencillo, como una persona del ayuntamiento explicándolo, no como una lectura literal del texto legal. Termina siempre la respuesta indicando que puede consultar el texto completo en este enlace: https://alguazas.es/wp-content/uploads/2020/12/20201126_Certificado_Certificado-pleno_CERTIFICACION-ACUERDO-PLENO-DIA-24-11-2020-NORMAS-REGULADORAS-TELETRABAJO-DEL-PERSONAL-DEL-AYUNTAMIENTO.pdf"
