id_a,id_b,agent_id,group_a,sub_a,group_b,sub_b,mode_a,mode_b,url_a,url_b,instr_a,instr_b,similarity
021cec4f-1768-4ba5-aae1-97794168a095,467c8120-ee55-48b9-9135-9488d15abb3e,c1330a20-c057-4764-8121-6268ca02f280,Hacienda,TRÁMITE · Pago de tributos,Hacienda,TRÁMITE · Oficina municipal de recaudación (gestiones),ia,ia,https://alguazas..tributoslocales.es/300070/AALGUAZAS,https://alguazas.tributoslocales.es/ovt/EXPZ/300070/AALGUAZAS/homenoauth/pag3,Toda la información sobre pago de tributos está disponible en el enlace indicado. Accede a él y consúltalo: traslada al modelo la información necesaria que encuentres en esa URL para que pueda elabora,Toda la información sobre oficina municipal de recaudación está disponible en el enlace indicado. Accede a él y consúltalo: traslada al modelo la información necesaria que encuentres en esa URL para q,0.9340
7960e1be-33f3-49d0-8803-fb44c4065f70,8cb153ea-9d8e-4632-96c7-699466f249af,c1330a20-c057-4764-8121-6268ca02f280,Participación Ciudadana,NORMA · REGLAMENTO MUNICIPAL DE PRESUPUESTOS PARTICIPATIVOS (BORM Nº 128 DE 05-06-2025),Participación Ciudadana,NORMA · MODIFICACIÓN ART. 37 DEL REGLAMENTO MUNICIPAL DE PARTICIPACIÓN CIUDADANA Y BUEN GOBIERNO,directo,directo,https://alguazas.es/wp-content/uploads/2025/07/REGLAMENTOS-DE-PRESUPUESTOS-PARTICIPATIVOS-VIGENTE-BORM-128-DE-05-06-2025.pdf,https://alguazas.es/wp-content/uploads/2020/12/20170929_ANUNCIO-BORM-No-226-DE-29-09-2017.-Aprobacion-definitiva-Modif.-art.-37-Reglamento-Participacion-Ciudadana-y-Buen-Gobierno.pdf,"Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: h","Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: h",0.9337
37f5feae-4976-4468-8541-098f2cc9eff7,4479dcbb-b068-4c2f-9567-35963c49546b,c1330a20-c057-4764-8121-6268ca02f280,Presupuestos participativos,MEMORIA PRESUPUESTOS PARTICIPATIVOS 2024,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2017,directo,directo,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANjI4/30007,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTY0/30007,En este enlace tienes toda la información sobre memoria presupuestos participativos 2024: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANjI4/30007,En este enlace tienes toda la información sobre presupuestos participativos 2017: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTY0/30007,0.9337
4f4a2cbb-f571-45a5-a6e7-23a131ec1d9d,71c7ab58-6c7e-43f2-b445-14fa3c3c0467,c1330a20-c057-4764-8121-6268ca02f280,Participación Ciudadana,TRÁMITE · Alguazas en cifras,Participación Ciudadana,TRÁMITE · Portal de Participación,directo,directo,https://econet.carm.es/web/crem/inicio/-/crem/sicrem/PU_AlguazasCifras/sec0.html,http://participa.alguazas.es,Toda la información sobre alguazas en cifras está disponible en el enlace indicado. Accede a él y consúltalo: traslada al modelo la información necesaria que encuentres en esa URL para que pueda elabo,"Toda la información sobre portal de participación está disponible en el enlace indicado. Accede a él y consúltalo: traslada al modelo la información necesaria que encuentres en esa URL para que pueda ",0.9336
1132206c-75ad-4272-925d-7f872237ce1b,16684256-53b6-4434-b415-fd7eb71a5136,c1330a20-c057-4764-8121-6268ca02f280,Empleo y Formación,NORMA · BASES GENERALES DE LOS PROCESOS DE ESTABILIZACIÓN DEL EMPLEO TEMPORAL,Empleo y Formación,NORMA · OFERTA DE EMPLEO PÚBLICO PARA LA ESTABILIZACIÓN DEL EMPLEO TEMPORAL EN EL AYUNTAMIENTO DE ALGUAZAS (RD 14/2021),ia,ia,https://alguazas.es/wp-content/uploads/2022/07/Bases-generales-que-regulan-los-procesos-selectivos-de-estabilizacion-de-caracter-extraordinario-y-excepcional-de-empleo-temporal-por-el-sistema-de-concurso-de-meritos.pdf,https://alguazas.es/wp-content/uploads/2022/01/OEP-ESTABILIZACION-EMPLEO-TEMPORAL.pdf,"Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: h","Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: h",0.9333
6606e2e1-af0b-4eec-b0a2-fd4658092532,c6375c2d-34e6-4e84-a6cd-93454b147473,c1330a20-c057-4764-8121-6268ca02f280,Institucional,Altos cargos,Institucional,Personal,directo,directo,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMjM=/30007,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMjQ=/30007,En este enlace tienes toda la información sobre altos cargos: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMjM=/30007,En este enlace tienes toda la información sobre personal: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMjQ=/30007,0.9329
4383cc57-ca46-464d-b435-dd0ccace24ef,e15ac3b7-0d12-4521-a749-fa6787e19810,c1330a20-c057-4764-8121-6268ca02f280,Gestión tributaria,OVT - Mis multas,Gestión tributaria,OVT - Sanciones tributarias,directo,directo,https://alguazas.tributoslocales.es/300070/AALGUAZAS/multas,https://alguazas.tributoslocales.es/300070/AALGUAZAS/sanciones,Puedes consultar tus multas en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/multas,Puedes consultar tus sanciones tributarias en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/sanciones,0.9323
65c00e9e-b0ca-49d3-bbcd-699045b88822,87dcf881-dde2-461d-bf73-a5c99d6464fd,c1330a20-c057-4764-8121-6268ca02f280,"Urbanismo, obras públicas y medio ambiente",Normativa urbanística,"Urbanismo, obras públicas y medio ambiente",Indicadores urbanismo,directo,directo,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANTI=/30007,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANTQ=/30007,En este enlace tienes toda la información sobre normativa urbanística: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANTI=/30007,En este enlace tienes toda la información sobre indicadores urbanismo: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANTQ=/30007,0.9322
73330e31-0e86-49b5-b228-69f4d4e6ddcb,94547c7c-2851-45f1-9a45-22940ffa4740,c1330a20-c057-4764-8121-6268ca02f280,Económica,Presupuestos,Económica,General (carpeta principal),directo,directo,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMzM=/30007,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANw==/30007,En este enlace tienes toda la información sobre presupuestos: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMzM=/30007,En este enlace tienes toda la información sobre economica: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANw==/30007,0.9320
7194287b-8f4d-45cb-ba4f-76d8499931ad,73330e31-0e86-49b5-b228-69f4d4e6ddcb,c1330a20-c057-4764-8121-6268ca02f280,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2020,Económica,Presupuestos,directo,directo,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTcw/30007,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMzM=/30007,En este enlace tienes toda la información sobre presupuestos participativos 2020: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTcw/30007,En este enlace tienes toda la información sobre presupuestos: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMzM=/30007,0.9319
3a00bd6f-41dc-4dab-85fb-bcbdd1167234,90170105-e2f8-46b2-9832-48c1ee8c8bb7,c1330a20-c057-4764-8121-6268ca02f280,Gestión tributaria,OVT - Recibos pagados,Gestión tributaria,OVT - Detalle recibo cargado en cuenta,directo,directo,https://alguazas.tributoslocales.es/300070/AALGUAZAS/recibos/pagados,https://alguazas.tributoslocales.es/300070/AALGUAZAS/consultar-recibo,Puedes consultar tus recibos ya pagados en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/recibos/pagados,Puedes consultar el detalle de un recibo cargado en cuenta en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/consultar-recibo,0.9316
03df44c4-52fc-422d-b2f6-422414cde92a,ec881bb7-8042-4e38-ab8a-b27b7b9d7536,c1330a20-c057-4764-8121-6268ca02f280,Urbanismo,NORMA · ORDENANZA FISCAL REGULADORA DE LA TASA POR PRESTACION DE SERVICIOS URBANISTICAS DE PLANEAMIENTO Y GESTION,Urbanismo,NORMA · NORMAS SUBSIDIARIAS,ia,ia,https://alguazas.es/wp-content/uploads/2020/12/20200514_PRESTACION-SERVICIOS-URBANISTICOS.pdf,https://alguazas.es/wp-content/uploads/2022/11/Normas-Subsidiarias-de-Alguazas.zip,"Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: h","Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: h",0.9316
51ea8f06-c235-4be4-978f-849994efadd4,b644b527-5965-4676-a9d0-a9e1503f04ea,c1330a20-c057-4764-8121-6268ca02f280,Protección de datos,Formulario para el ejercicio de derechos relacionados con Protección de Datos,Protección de datos,Derechos de los titulares,directo,directo,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAODA=/30007,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANzk=/30007,En este enlace tienes toda la información sobre formulario para el ejercicio de derechos relacionados con Protección de Datos: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnR,En este enlace tienes toda la información sobre derechos de los titulares: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANzk=/30007,0.9311
37f5feae-4976-4468-8541-098f2cc9eff7,50dca143-daa4-4251-9741-cdf002b209b1,c1330a20-c057-4764-8121-6268ca02f280,Presupuestos participativos,MEMORIA PRESUPUESTOS PARTICIPATIVOS 2024,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2019,directo,directo,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANjI4/30007,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTY4/30007,En este enlace tienes toda la información sobre memoria presupuestos participativos 2024: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANjI4/30007,En este enlace tienes toda la información sobre presupuestos participativos 2019: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTY4/30007,0.9306
461cd738-5a3f-4bde-805b-9d6609a59cdf,fbb46b16-bf9e-4c3a-800f-5d08483fcc29,c1330a20-c057-4764-8121-6268ca02f280,Gestión tributaria,OVT - Contestar requerimiento,Gestión tributaria,OVT - Nueva solicitud / recursos / documentación,directo,directo,https://alguazas.tributoslocales.es/300070/AALGUAZAS/nueva-solicitud-pasos?type=DOC,https://alguazas.tributoslocales.es/300070/AALGUAZAS/nueva-solicitud,Puedes contestar un requerimiento aportando documentación en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/nueva-solicitud-pasos?type=DOC,"Puedes presentar una nueva solicitud, recurso o documentación en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/nueva-solicitud",0.9304
6e704a7b-b7ac-4d71-998f-c89e108b8dc2,b644b527-5965-4676-a9d0-a9e1503f04ea,c1330a20-c057-4764-8121-6268ca02f280,Protección de datos,General (carpeta principal),Protección de datos,Derechos de los titulares,directo,directo,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTc=/30007,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANzk=/30007,En este enlace tienes toda la información sobre proteccion de datos: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTc=/30007,En este enlace tienes toda la información sobre derechos de los titulares: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANzk=/30007,0.9297
73330e31-0e86-49b5-b228-69f4d4e6ddcb,8cae4cac-d570-4c93-9efa-576f576afe2b,c1330a20-c057-4764-8121-6268ca02f280,Económica,Presupuestos,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2022,directo,directo,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMzM=/30007,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTc0/30007,En este enlace tienes toda la información sobre presupuestos: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMzM=/30007,En este enlace tienes toda la información sobre presupuestos participativos 2022: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTc0/30007,0.9295
c6375c2d-34e6-4e84-a6cd-93454b147473,e9d435b6-5415-4730-831b-4ccd9d31d2af,c1330a20-c057-4764-8121-6268ca02f280,Institucional,Personal,Institucional,Responsable unidades administrativas,directo,directo,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMjQ=/30007,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMjY=/30007,En este enlace tienes toda la información sobre personal: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMjQ=/30007,En este enlace tienes toda la información sobre responsable unidades administrativas: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMjY=/30007,0.9294
50dca143-daa4-4251-9741-cdf002b209b1,73330e31-0e86-49b5-b228-69f4d4e6ddcb,c1330a20-c057-4764-8121-6268ca02f280,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2019,Económica,Presupuestos,directo,directo,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTY4/30007,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMzM=/30007,En este enlace tienes toda la información sobre presupuestos participativos 2019: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTY4/30007,En este enlace tienes toda la información sobre presupuestos: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMzM=/30007,0.9293
1d513b10-6b36-4808-aa9f-4edd41cf35f7,c28625fa-edc0-4ccb-8bae-897232bae5db,c1330a20-c057-4764-8121-6268ca02f280,Hacienda,NORMA · PLAN ESTRATÉGICO DE SUBVENCIONES DEL AYUNTAMIENTO DE ALGUAZAS 2024,Hacienda,NORMA · ORDENANZA MUNICIPAL GENERAL DE SUBVENCIONES,ia,ia,https://alguazas.es/wp-content/uploads/2024/09/20240917_Otros_DECRETOS-2024-2024-1103-02.-DECRETO-APROBACION-PES-2024-CON-ANEXO.pdf,https://alguazas.es/wp-content/uploads/2021/06/PUBLICACION-APROBACION-DEFINITIVA-ORDENANZA-GENERAL-DE-SUBVENCIONES-BORM-No-131-DE-FECHA-10-06-2021.pdf,"Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: h","Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: h",0.9292
14f5ff1a-bf69-4b2d-885d-569666b15508,561ca8a4-67df-4300-b6e6-5c8c4cc9afa5,c1330a20-c057-4764-8121-6268ca02f280,Juventud,TRÁMITE · MundoJoven,Juventud,TRÁMITE · Web Juventud Alguazas,ia,ia,https://www.mundojoven.org/,http://juventud.alguazas.es/,Toda la información sobre mundojoven está disponible en el enlace indicado. Accede a él y consúltalo: traslada al modelo la información necesaria que encuentres en esa URL para que pueda elaborar la r,Toda la información sobre web juventud alguazas está disponible en el enlace indicado. Accede a él y consúltalo: traslada al modelo la información necesaria que encuentres en esa URL para que pueda el,0.9290
59db83fe-b22c-4799-bba5-7de873281774,9f43ddaf-b802-46e2-a6f6-95f003973aa4,c1330a20-c057-4764-8121-6268ca02f280,Contratación,Actas mesas contratación 2023,Contratación,General (carpeta principal),directo,directo,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANDM=/30007,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTA=/30007,En este enlace tienes toda la información sobre actas mesas contratación 2023: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANDM=/30007,En este enlace tienes toda la información sobre contratacion: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTA=/30007,0.9287
6606e2e1-af0b-4eec-b0a2-fd4658092532,be14ec5c-1b0c-4597-9f12-f5f3fcc1a4b9,c1330a20-c057-4764-8121-6268ca02f280,Institucional,Altos cargos,Institucional,Organigrama y funciones,directo,directo,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMjM=/30007,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTg=/30007,En este enlace tienes toda la información sobre altos cargos: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMjM=/30007,En este enlace tienes toda la información sobre organigrama y funciones: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTg=/30007,0.9286
9a462110-6c76-4c83-9546-f4147fb64d9d,c9e9c47e-b790-4172-ad68-e104b454beeb,c1330a20-c057-4764-8121-6268ca02f280,Sede electrónica,Sede - Cita previa presencial,Atención ciudadana,Cita previa general con servicios municipales,directo,directo,https://sede.alguazas.regiondemurcia.es/3webc/gestionCita.do?opcion=0&entidad=30007&tlf=1,https://sede.alguazas.regiondemurcia.es/3webc/gestionCita.do?opcion=0&entidad=30007&tlf=1,Puedes pedir cita previa presencial en este enlace: https://sede.alguazas.regiondemurcia.es/3webc/gestionCita.do?opcion=0&entidad=30007&tlf=1,Puedes pedir cita previa con los servicios municipales del Ayuntamiento de Alguazas aquí: https://sede.alguazas.regiondemurcia.es/3webc/gestionCita.do?opcion=0&entidad=30007&tlf=1,0.9286
71c7ab58-6c7e-43f2-b445-14fa3c3c0467,88aa380f-5d68-4ab3-a9c9-5b0a6fd31346,c1330a20-c057-4764-8121-6268ca02f280,Participación Ciudadana,TRÁMITE · Portal de Participación,Participación Ciudadana,Consultas públicas,directo,directo,http://participa.alguazas.es,https://participa.alguazas.es/consultas-publicas/,"Toda la información sobre portal de participación está disponible en el enlace indicado. Accede a él y consúltalo: traslada al modelo la información necesaria que encuentres en esa URL para que pueda ",Toda la información sobre las consultas públicas municipales (votaciones sobre ordenanzas y reglamentos) está disponible en el enlace indicado. Accede a él y consúltalo: traslada al modelo la informac,0.9283
37f5feae-4976-4468-8541-098f2cc9eff7,3911d481-b4a7-4be0-87bd-4e827cf639d0,c1330a20-c057-4764-8121-6268ca02f280,Presupuestos participativos,MEMORIA PRESUPUESTOS PARTICIPATIVOS 2024,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2018,directo,directo,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANjI4/30007,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTY2/30007,En este enlace tienes toda la información sobre memoria presupuestos participativos 2024: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANjI4/30007,En este enlace tienes toda la información sobre presupuestos participativos 2018: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTY2/30007,0.9282
688b4476-f537-4b5a-9576-55d22121608b,e9d435b6-5415-4730-831b-4ccd9d31d2af,c1330a20-c057-4764-8121-6268ca02f280,Institucional,General (carpeta principal),Institucional,Responsable unidades administrativas,directo,directo,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANQ==/30007,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMjY=/30007,En este enlace tienes toda la información sobre institucional: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANQ==/30007,En este enlace tienes toda la información sobre responsable unidades administrativas: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMjY=/30007,0.9279
5191c98b-9052-4cb8-9340-bb3e3aaf9eb9,88aa380f-5d68-4ab3-a9c9-5b0a6fd31346,c1330a20-c057-4764-8121-6268ca02f280,Participación Ciudadana,Propuestas ciudadanas (activas y anteriores),Participación Ciudadana,Consultas públicas,directo,directo,https://participa.alguazas.es/propuestas-ciudadanas/,https://participa.alguazas.es/consultas-publicas/,Toda la información sobre las propuestas ciudadanas presentadas en la plataforma (activas y de convocatorias anteriores) está disponible en los enlaces indicados. Accede a ellos y consúltalos: traslad,Toda la información sobre las consultas públicas municipales (votaciones sobre ordenanzas y reglamentos) está disponible en el enlace indicado. Accede a él y consúltalo: traslada al modelo la informac,0.9275
4479dcbb-b068-4c2f-9567-35963c49546b,73330e31-0e86-49b5-b228-69f4d4e6ddcb,c1330a20-c057-4764-8121-6268ca02f280,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2017,Económica,Presupuestos,directo,directo,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTY0/30007,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMzM=/30007,En este enlace tienes toda la información sobre presupuestos participativos 2017: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTY0/30007,En este enlace tienes toda la información sobre presupuestos: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMzM=/30007,0.9274
be14ec5c-1b0c-4597-9f12-f5f3fcc1a4b9,c6375c2d-34e6-4e84-a6cd-93454b147473,c1330a20-c057-4764-8121-6268ca02f280,Institucional,Organigrama y funciones,Institucional,Personal,directo,directo,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTg=/30007,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMjQ=/30007,En este enlace tienes toda la información sobre organigrama y funciones: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTg=/30007,En este enlace tienes toda la información sobre personal: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMjQ=/30007,0.9273
688b4476-f537-4b5a-9576-55d22121608b,c6375c2d-34e6-4e84-a6cd-93454b147473,c1330a20-c057-4764-8121-6268ca02f280,Institucional,General (carpeta principal),Institucional,Personal,directo,directo,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANQ==/30007,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMjQ=/30007,En este enlace tienes toda la información sobre institucional: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANQ==/30007,En este enlace tienes toda la información sobre personal: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMjQ=/30007,0.9272
